domain,service_layer,supplier,supplier_type,indicator,evidence_source,evidence_value,jurisdiction_group,parent_company_country,data_risk,typical_data,personal_data_likelihood,public_service_layer,confidence,verification_needed,verification_question
regiogv.nl,mx_spf,Microsoft 365 / Exchange Online,mail/cloud,protection.outlook.com,spf_includes,"_spf.zivver.com, _spf.zorgmail.nl, lms.plusport.com, spf.decoscloud.com, spf.eprov.nl, spf.protection.outlook.com, spf.regiogv.nl","US supplier, EU region possible",US,high,"email content, email metadata, account identifiers",Te beoordelen,"C, verbonden partij of samenwerking",hoog,ja,"Welke Microsoft 365 tenantregio, workloads, logginglocaties, supporttoegang en subverwerkers zijn van toepassing?"
regiogv.nl,mx_spf,Microsoft 365 / Exchange Online,mail/cloud,outlook.com,mx,10 regiogv-nl.mail.eo.outlook.com,"US supplier, EU region possible",US,high,"email content, email metadata, account identifiers",Te beoordelen,"C, verbonden partij of samenwerking",hoog,ja,"Welke Microsoft 365 tenantregio, workloads, logginglocaties, supporttoegang en subverwerkers zijn van toepassing?"
regiogv.nl,mx_spf,Microsoft 365 / Exchange Online,mail/cloud,outlook.com,spf,v=spf1 a mx include:spf.regiogv.nl include:_spf.zivver.com include:_spf.zorgmail.nl include:spf.eprov.nl include:spf.protection.outlook.com include:spf.decoscloud.com include:lms.plusport.com -all,"US supplier, EU region possible",US,high,"email content, email metadata, account identifiers",Te beoordelen,"C, verbonden partij of samenwerking",hoog,ja,"Welke Microsoft 365 tenantregio, workloads, logginglocaties, supporttoegang en subverwerkers zijn van toepassing?"
regiogv.nl,mx_spf,Microsoft 365 / Exchange Online,mail/cloud,outlook.com,spf_includes,"_spf.zivver.com, _spf.zorgmail.nl, lms.plusport.com, spf.decoscloud.com, spf.eprov.nl, spf.protection.outlook.com, spf.regiogv.nl","US supplier, EU region possible",US,high,"email content, email metadata, account identifiers",Te beoordelen,"C, verbonden partij of samenwerking",hoog,ja,"Welke Microsoft 365 tenantregio, workloads, logginglocaties, supporttoegang en subverwerkers zijn van toepassing?"
regiogv.nl,frontend_scripts,Google APIs,frontend / API / SaaS,googleapis.com,external_script_domains,"fonts.googleapis.com, fonts.gstatic.com, www.googletagmanager.com",US supplier,US,medium,"browser metadata, IP address, request metadata, usage data possible",Te beoordelen,"C, verbonden partij of samenwerking",hoog,ja,"Welke Google-diensten worden geladen, met welk doel, en is lokaal hosten of Europese alternatieven mogelijk?"
regiogv.nl,frontend_scripts,Google Tag Manager,tag management / analytics enabler,googletagmanager.com,external_script_domains,"fonts.googleapis.com, fonts.gstatic.com, www.googletagmanager.com",US supplier,US,high,"browser metadata, event data, tags loaded by configuration",Te beoordelen,"C, verbonden partij of samenwerking",hoog,ja,Welke tags zijn actief binnen Google Tag Manager en welke persoonsgegevens of identifiers worden verwerkt?
regiogv.nl,frontend_scripts,Google Tag Manager,tag management / analytics enabler,googletagmanager.com,tracker_hints,"googletagmanager.com, vimeo.com",US supplier,US,high,"browser metadata, event data, tags loaded by configuration",Te beoordelen,"C, verbonden partij of samenwerking",hoog,ja,Welke tags zijn actief binnen Google Tag Manager en welke persoonsgegevens of identifiers worden verwerkt?
regiogv.nl,mx_spf,Zivver,secure email,zivver.com,spf,v=spf1 a mx include:spf.regiogv.nl include:_spf.zivver.com include:_spf.zorgmail.nl include:spf.eprov.nl include:spf.protection.outlook.com include:spf.decoscloud.com include:lms.plusport.com -all,NL/EU supplier,NL,medium/high,"secure email content, recipient metadata, access logs",Te beoordelen,"C, verbonden partij of samenwerking",hoog,ja,Welke berichtenstromen lopen via Zivver en welke subverwerkers en hostinglocaties worden gebruikt?
regiogv.nl,mx_spf,Zivver,secure email,zivver.com,spf_includes,"_spf.zivver.com, _spf.zorgmail.nl, lms.plusport.com, spf.decoscloud.com, spf.eprov.nl, spf.protection.outlook.com, spf.regiogv.nl",NL/EU supplier,NL,medium/high,"secure email content, recipient metadata, access logs",Te beoordelen,"C, verbonden partij of samenwerking",hoog,ja,Welke berichtenstromen lopen via Zivver en welke subverwerkers en hostinglocaties worden gebruikt?
gad.nl,mx_spf,Microsoft 365 / Exchange Online,mail/cloud,protection.outlook.com,spf,v=spf1 a mx ip4:77.95.97.228/32 ip4:77.95.97.236/32 ip4:149.210.189.175/32 ip4:77.95.101.107/32 include:_spf.zivver.com include:spf.protection.outlook.com include:spf.decoscloud.com ~all,"US supplier, EU region possible",US,high,"email content, email metadata, account identifiers",Mogelijk,"C, verbonden partij of samenwerking",hoog,ja,"Welke Microsoft 365 tenantregio, workloads, logginglocaties, supporttoegang en subverwerkers zijn van toepassing?"
gad.nl,mx_spf,Microsoft 365 / Exchange Online,mail/cloud,protection.outlook.com,spf_includes,"_spf.zivver.com, spf.decoscloud.com, spf.protection.outlook.com","US supplier, EU region possible",US,high,"email content, email metadata, account identifiers",Mogelijk,"C, verbonden partij of samenwerking",hoog,ja,"Welke Microsoft 365 tenantregio, workloads, logginglocaties, supporttoegang en subverwerkers zijn van toepassing?"
gad.nl,mx_spf,Microsoft 365 / Exchange Online,mail/cloud,outlook.com,mx,10 gad-nl.mail.eo.outlook.com,"US supplier, EU region possible",US,high,"email content, email metadata, account identifiers",Mogelijk,"C, verbonden partij of samenwerking",hoog,ja,"Welke Microsoft 365 tenantregio, workloads, logginglocaties, supporttoegang en subverwerkers zijn van toepassing?"
gad.nl,mx_spf,Microsoft 365 / Exchange Online,mail/cloud,outlook.com,spf,v=spf1 a mx ip4:77.95.97.228/32 ip4:77.95.97.236/32 ip4:149.210.189.175/32 ip4:77.95.101.107/32 include:_spf.zivver.com include:spf.protection.outlook.com include:spf.decoscloud.com ~all,"US supplier, EU region possible",US,high,"email content, email metadata, account identifiers",Mogelijk,"C, verbonden partij of samenwerking",hoog,ja,"Welke Microsoft 365 tenantregio, workloads, logginglocaties, supporttoegang en subverwerkers zijn van toepassing?"
gad.nl,mx_spf,Microsoft 365 / Exchange Online,mail/cloud,outlook.com,spf_includes,"_spf.zivver.com, spf.decoscloud.com, spf.protection.outlook.com","US supplier, EU region possible",US,high,"email content, email metadata, account identifiers",Mogelijk,"C, verbonden partij of samenwerking",hoog,ja,"Welke Microsoft 365 tenantregio, workloads, logginglocaties, supporttoegang en subverwerkers zijn van toepassing?"
gad.nl,frontend_scripts,Google APIs,frontend / API / SaaS,googleapis.com,external_script_domains,"fonts.googleapis.com, fonts.gstatic.com, www.browsealoud.com, www.googletagmanager.com",US supplier,US,medium,"browser metadata, IP address, request metadata, usage data possible",Mogelijk,"C, verbonden partij of samenwerking",hoog,ja,"Welke Google-diensten worden geladen, met welk doel, en is lokaal hosten of Europese alternatieven mogelijk?"
gad.nl,frontend_scripts,Google Tag Manager,tag management / analytics enabler,googletagmanager.com,external_script_domains,"fonts.googleapis.com, fonts.gstatic.com, www.browsealoud.com, www.googletagmanager.com",US supplier,US,high,"browser metadata, event data, tags loaded by configuration",Mogelijk,"C, verbonden partij of samenwerking",hoog,ja,Welke tags zijn actief binnen Google Tag Manager en welke persoonsgegevens of identifiers worden verwerkt?
gad.nl,frontend_scripts,Google Tag Manager,tag management / analytics enabler,googletagmanager.com,tracker_hints,"googletagmanager.com, youtube.com",US supplier,US,high,"browser metadata, event data, tags loaded by configuration",Mogelijk,"C, verbonden partij of samenwerking",hoog,ja,Welke tags zijn actief binnen Google Tag Manager en welke persoonsgegevens of identifiers worden verwerkt?
gad.nl,frontend_scripts,YouTube,embedded media,youtube.com,tracker_hints,"googletagmanager.com, youtube.com",US supplier,US,medium/high,"browser metadata, viewing data, cookies possible",Mogelijk,"C, verbonden partij of samenwerking",hoog,ja,Worden YouTube embeds privacyvriendelijk geladen en is toestemming of een alternatief ingericht?
gad.nl,mx_spf,Zivver,secure email,zivver.com,spf,v=spf1 a mx ip4:77.95.97.228/32 ip4:77.95.97.236/32 ip4:149.210.189.175/32 ip4:77.95.101.107/32 include:_spf.zivver.com include:spf.protection.outlook.com include:spf.decoscloud.com ~all,NL/EU supplier,NL,medium/high,"secure email content, recipient metadata, access logs",Mogelijk,"C, verbonden partij of samenwerking",hoog,ja,Welke berichtenstromen lopen via Zivver en welke subverwerkers en hostinglocaties worden gebruikt?
gad.nl,mx_spf,Zivver,secure email,zivver.com,spf_includes,"_spf.zivver.com, spf.decoscloud.com, spf.protection.outlook.com",NL/EU supplier,NL,medium/high,"secure email content, recipient metadata, access logs",Mogelijk,"C, verbonden partij of samenwerking",hoog,ja,Welke berichtenstromen lopen via Zivver en welke subverwerkers en hostinglocaties worden gebruikt?
vrgooienvechtstreek.nl,mx_spf,Microsoft 365 / Exchange Online,mail/cloud,protection.outlook.com,mx,0 vrgooienvechtstreek-nl.mail.protection.outlook.com,"US supplier, EU region possible",US,high,"email content, email metadata, account identifiers",Te beoordelen,"C, verbonden partij of samenwerking",hoog,ja,"Welke Microsoft 365 tenantregio, workloads, logginglocaties, supporttoegang en subverwerkers zijn van toepassing?"
vrgooienvechtstreek.nl,mx_spf,Microsoft 365 / Exchange Online,mail/cloud,protection.outlook.com,spf,v=spf1 include:brandweergooivecht.nl include:spf.protection.outlook.com -all,"US supplier, EU region possible",US,high,"email content, email metadata, account identifiers",Te beoordelen,"C, verbonden partij of samenwerking",hoog,ja,"Welke Microsoft 365 tenantregio, workloads, logginglocaties, supporttoegang en subverwerkers zijn van toepassing?"
vrgooienvechtstreek.nl,mx_spf,Microsoft 365 / Exchange Online,mail/cloud,protection.outlook.com,spf_includes,"brandweergooivecht.nl, spf.protection.outlook.com","US supplier, EU region possible",US,high,"email content, email metadata, account identifiers",Te beoordelen,"C, verbonden partij of samenwerking",hoog,ja,"Welke Microsoft 365 tenantregio, workloads, logginglocaties, supporttoegang en subverwerkers zijn van toepassing?"
vrgooienvechtstreek.nl,mx_spf,Microsoft 365 / Exchange Online,mail/cloud,outlook.com,mx,0 vrgooienvechtstreek-nl.mail.protection.outlook.com,"US supplier, EU region possible",US,high,"email content, email metadata, account identifiers",Te beoordelen,"C, verbonden partij of samenwerking",hoog,ja,"Welke Microsoft 365 tenantregio, workloads, logginglocaties, supporttoegang en subverwerkers zijn van toepassing?"
vrgooienvechtstreek.nl,mx_spf,Microsoft 365 / Exchange Online,mail/cloud,outlook.com,spf,v=spf1 include:brandweergooivecht.nl include:spf.protection.outlook.com -all,"US supplier, EU region possible",US,high,"email content, email metadata, account identifiers",Te beoordelen,"C, verbonden partij of samenwerking",hoog,ja,"Welke Microsoft 365 tenantregio, workloads, logginglocaties, supporttoegang en subverwerkers zijn van toepassing?"
vrgooienvechtstreek.nl,mx_spf,Microsoft 365 / Exchange Online,mail/cloud,outlook.com,spf_includes,"brandweergooivecht.nl, spf.protection.outlook.com","US supplier, EU region possible",US,high,"email content, email metadata, account identifiers",Te beoordelen,"C, verbonden partij of samenwerking",hoog,ja,"Welke Microsoft 365 tenantregio, workloads, logginglocaties, supporttoegang en subverwerkers zijn van toepassing?"
tomingroep.nl,mx_spf,Microsoft 365 / Exchange Online,mail/cloud,protection.outlook.com,spf,v=spf1 include:spf.protection.outlook.com include:servers.mcsv.net include:spf.sqr.nl include:bounced.nl include:spf.spamcluster.nl include:spf.tracksoftware.nl include:_spf.zivver.com include:spf.ess.de.barracudanetworks.com include:spf.topdesk.net,"US supplier, EU region possible",US,high,"email content, email metadata, account identifiers",Te beoordelen,"C, verbonden partij of samenwerking",hoog,ja,"Welke Microsoft 365 tenantregio, workloads, logginglocaties, supporttoegang en subverwerkers zijn van toepassing?"
tomingroep.nl,mx_spf,Microsoft 365 / Exchange Online,mail/cloud,protection.outlook.com,spf_includes,"_spf.zivver.com, bounced.nl, servers.mcsv.net, spf.ess.de.barracudanetworks.com, spf.protection.outlook.com, spf.spamcluster.nl, spf.sqr.nl, spf.topdesk.net, spf.tracksoftware.nl","US supplier, EU region possible",US,high,"email content, email metadata, account identifiers",Te beoordelen,"C, verbonden partij of samenwerking",hoog,ja,"Welke Microsoft 365 tenantregio, workloads, logginglocaties, supporttoegang en subverwerkers zijn van toepassing?"
tomingroep.nl,mx_spf,Microsoft 365 / Exchange Online,mail/cloud,outlook.com,spf,v=spf1 include:spf.protection.outlook.com include:servers.mcsv.net include:spf.sqr.nl include:bounced.nl include:spf.spamcluster.nl include:spf.tracksoftware.nl include:_spf.zivver.com include:spf.ess.de.barracudanetworks.com include:spf.topdesk.net,"US supplier, EU region possible",US,high,"email content, email metadata, account identifiers",Te beoordelen,"C, verbonden partij of samenwerking",hoog,ja,"Welke Microsoft 365 tenantregio, workloads, logginglocaties, supporttoegang en subverwerkers zijn van toepassing?"
tomingroep.nl,mx_spf,Microsoft 365 / Exchange Online,mail/cloud,outlook.com,spf_includes,"_spf.zivver.com, bounced.nl, servers.mcsv.net, spf.ess.de.barracudanetworks.com, spf.protection.outlook.com, spf.spamcluster.nl, spf.sqr.nl, spf.topdesk.net, spf.tracksoftware.nl","US supplier, EU region possible",US,high,"email content, email metadata, account identifiers",Te beoordelen,"C, verbonden partij of samenwerking",hoog,ja,"Welke Microsoft 365 tenantregio, workloads, logginglocaties, supporttoegang en subverwerkers zijn van toepassing?"
tomingroep.nl,frontend_scripts,Google Tag Manager,tag management / analytics enabler,googletagmanager.com,external_script_domains,"admin.bitninja.io, recaptcha.net, www.googletagmanager.com",US supplier,US,high,"browser metadata, event data, tags loaded by configuration",Te beoordelen,"C, verbonden partij of samenwerking",hoog,ja,Welke tags zijn actief binnen Google Tag Manager en welke persoonsgegevens of identifiers worden verwerkt?
tomingroep.nl,frontend_scripts,Google Tag Manager,tag management / analytics enabler,googletagmanager.com,tracker_hints,googletagmanager.com,US supplier,US,high,"browser metadata, event data, tags loaded by configuration",Te beoordelen,"C, verbonden partij of samenwerking",hoog,ja,Welke tags zijn actief binnen Google Tag Manager en welke persoonsgegevens of identifiers worden verwerkt?
tomingroep.nl,network_hosting,Cloudflare,CDN/WAF/DNS,cloudflare,hosting_hint,Cloudflare,"US supplier, global edge",US,medium/high,"IP address, headers, request metadata, security logs",Te beoordelen,"C, verbonden partij of samenwerking",hoog,ja,"Welke Cloudflare-diensten worden gebruikt, waar worden logs verwerkt en welke dataverwerkingsafspraken gelden?"
tomingroep.nl,network_hosting,Cloudflare,CDN/WAF/DNS,cloudflare,network_provider_hint,"Cloudflare, Google","US supplier, global edge",US,medium/high,"IP address, headers, request metadata, security logs",Te beoordelen,"C, verbonden partij of samenwerking",hoog,ja,"Welke Cloudflare-diensten worden gebruikt, waar worden logs verwerkt en welke dataverwerkingsafspraken gelden?"
tomingroep.nl,network_hosting,Cloudflare,CDN/WAF/DNS,cloudflare,nameservers,"rachel.ns.cloudflare.com, ram.ns.cloudflare.com","US supplier, global edge",US,medium/high,"IP address, headers, request metadata, security logs",Te beoordelen,"C, verbonden partij of samenwerking",hoog,ja,"Welke Cloudflare-diensten worden gebruikt, waar worden logs verwerkt en welke dataverwerkingsafspraken gelden?"
tomingroep.nl,mx_spf,Zivver,secure email,zivver.com,spf,v=spf1 include:spf.protection.outlook.com include:servers.mcsv.net include:spf.sqr.nl include:bounced.nl include:spf.spamcluster.nl include:spf.tracksoftware.nl include:_spf.zivver.com include:spf.ess.de.barracudanetworks.com include:spf.topdesk.net,NL/EU supplier,NL,medium/high,"secure email content, recipient metadata, access logs",Te beoordelen,"C, verbonden partij of samenwerking",hoog,ja,Welke berichtenstromen lopen via Zivver en welke subverwerkers en hostinglocaties worden gebruikt?
tomingroep.nl,mx_spf,Zivver,secure email,zivver.com,spf_includes,"_spf.zivver.com, bounced.nl, servers.mcsv.net, spf.ess.de.barracudanetworks.com, spf.protection.outlook.com, spf.spamcluster.nl, spf.sqr.nl, spf.topdesk.net, spf.tracksoftware.nl",NL/EU supplier,NL,medium/high,"secure email content, recipient metadata, access logs",Te beoordelen,"C, verbonden partij of samenwerking",hoog,ja,Welke berichtenstromen lopen via Zivver en welke subverwerkers en hostinglocaties worden gebruikt?
tomingroep.nl,mx_spf,TOPdesk,service management / SaaS,topdesk.net,spf,v=spf1 include:spf.protection.outlook.com include:servers.mcsv.net include:spf.sqr.nl include:bounced.nl include:spf.spamcluster.nl include:spf.tracksoftware.nl include:_spf.zivver.com include:spf.ess.de.barracudanetworks.com include:spf.topdesk.net,NL/EU supplier,NL,medium/high,"tickets, contact details, internal service data",Te beoordelen,"C, verbonden partij of samenwerking",hoog,ja,"Welke TOPdesk-omgeving wordt gebruikt, waar staat deze gehost en welke subverwerkers gelden?"
tomingroep.nl,mx_spf,TOPdesk,service management / SaaS,topdesk.net,spf_includes,"_spf.zivver.com, bounced.nl, servers.mcsv.net, spf.ess.de.barracudanetworks.com, spf.protection.outlook.com, spf.spamcluster.nl, spf.sqr.nl, spf.topdesk.net, spf.tracksoftware.nl",NL/EU supplier,NL,medium/high,"tickets, contact details, internal service data",Te beoordelen,"C, verbonden partij of samenwerking",hoog,ja,"Welke TOPdesk-omgeving wordt gebruikt, waar staat deze gehost en welke subverwerkers gelden?"
dekringloper.nl,frontend_scripts,Google Tag Manager,tag management / analytics enabler,googletagmanager.com,external_script_domains,"gmpg.org, use.fontawesome.com, www.googletagmanager.com",US supplier,US,high,"browser metadata, event data, tags loaded by configuration",Te beoordelen,"D, leverancier of te verifieren",hoog,ja,Welke tags zijn actief binnen Google Tag Manager en welke persoonsgegevens of identifiers worden verwerkt?
dekringloper.nl,frontend_scripts,Google Tag Manager,tag management / analytics enabler,googletagmanager.com,tracker_hints,googletagmanager.com,US supplier,US,high,"browser metadata, event data, tags loaded by configuration",Te beoordelen,"D, leverancier of te verifieren",hoog,ja,Welke tags zijn actief binnen Google Tag Manager en welke persoonsgegevens of identifiers worden verwerkt?
dekringloper.nl,mx_spf,Zivver,secure email,zivver.com,spf,v=spf1 a:srv1.impression.nl include:_spf.zivver.com include:spf.ess.de.barracudanetworks.com include:_spf.kprs.online,NL/EU supplier,NL,medium/high,"secure email content, recipient metadata, access logs",Te beoordelen,"D, leverancier of te verifieren",hoog,ja,Welke berichtenstromen lopen via Zivver en welke subverwerkers en hostinglocaties worden gebruikt?
dekringloper.nl,mx_spf,Zivver,secure email,zivver.com,spf_includes,"_spf.kprs.online, _spf.zivver.com, spf.ess.de.barracudanetworks.com",NL/EU supplier,NL,medium/high,"secure email content, recipient metadata, access logs",Te beoordelen,"D, leverancier of te verifieren",hoog,ja,Welke berichtenstromen lopen via Zivver en welke subverwerkers en hostinglocaties worden gebruikt?
ofgv.nl,mx_spf,Microsoft 365 / Exchange Online,mail/cloud,protection.outlook.com,mx,0 ofgv-nl.mail.protection.outlook.com,"US supplier, EU region possible",US,high,"email content, email metadata, account identifiers",Mogelijk,"C, verbonden partij of samenwerking",hoog,ja,"Welke Microsoft 365 tenantregio, workloads, logginglocaties, supporttoegang en subverwerkers zijn van toepassing?"
ofgv.nl,mx_spf,Microsoft 365 / Exchange Online,mail/cloud,protection.outlook.com,spf,v=spf1 include:spf.protection.outlook.com  include:spf.topdesk.net include:spf.afas.online include:_spf.iprox.nl -all,"US supplier, EU region possible",US,high,"email content, email metadata, account identifiers",Mogelijk,"C, verbonden partij of samenwerking",hoog,ja,"Welke Microsoft 365 tenantregio, workloads, logginglocaties, supporttoegang en subverwerkers zijn van toepassing?"
ofgv.nl,mx_spf,Microsoft 365 / Exchange Online,mail/cloud,protection.outlook.com,spf_includes,"_spf.iprox.nl, spf.afas.online, spf.protection.outlook.com, spf.topdesk.net","US supplier, EU region possible",US,high,"email content, email metadata, account identifiers",Mogelijk,"C, verbonden partij of samenwerking",hoog,ja,"Welke Microsoft 365 tenantregio, workloads, logginglocaties, supporttoegang en subverwerkers zijn van toepassing?"
ofgv.nl,mx_spf,Microsoft 365 / Exchange Online,mail/cloud,outlook.com,mx,0 ofgv-nl.mail.protection.outlook.com,"US supplier, EU region possible",US,high,"email content, email metadata, account identifiers",Mogelijk,"C, verbonden partij of samenwerking",hoog,ja,"Welke Microsoft 365 tenantregio, workloads, logginglocaties, supporttoegang en subverwerkers zijn van toepassing?"
ofgv.nl,mx_spf,Microsoft 365 / Exchange Online,mail/cloud,outlook.com,spf,v=spf1 include:spf.protection.outlook.com  include:spf.topdesk.net include:spf.afas.online include:_spf.iprox.nl -all,"US supplier, EU region possible",US,high,"email content, email metadata, account identifiers",Mogelijk,"C, verbonden partij of samenwerking",hoog,ja,"Welke Microsoft 365 tenantregio, workloads, logginglocaties, supporttoegang en subverwerkers zijn van toepassing?"
ofgv.nl,mx_spf,Microsoft 365 / Exchange Online,mail/cloud,outlook.com,spf_includes,"_spf.iprox.nl, spf.afas.online, spf.protection.outlook.com, spf.topdesk.net","US supplier, EU region possible",US,high,"email content, email metadata, account identifiers",Mogelijk,"C, verbonden partij of samenwerking",hoog,ja,"Welke Microsoft 365 tenantregio, workloads, logginglocaties, supporttoegang en subverwerkers zijn van toepassing?"
ofgv.nl,mx_spf,TOPdesk,service management / SaaS,topdesk.net,spf,v=spf1 include:spf.protection.outlook.com  include:spf.topdesk.net include:spf.afas.online include:_spf.iprox.nl -all,NL/EU supplier,NL,medium/high,"tickets, contact details, internal service data",Mogelijk,"C, verbonden partij of samenwerking",hoog,ja,"Welke TOPdesk-omgeving wordt gebruikt, waar staat deze gehost en welke subverwerkers gelden?"
ofgv.nl,mx_spf,TOPdesk,service management / SaaS,topdesk.net,spf_includes,"_spf.iprox.nl, spf.afas.online, spf.protection.outlook.com, spf.topdesk.net",NL/EU supplier,NL,medium/high,"tickets, contact details, internal service data",Mogelijk,"C, verbonden partij of samenwerking",hoog,ja,"Welke TOPdesk-omgeving wordt gebruikt, waar staat deze gehost en welke subverwerkers gelden?"
archiefgooienvechtstreek.nl,mx_spf,Microsoft 365 / Exchange Online,mail/cloud,protection.outlook.com,spf,v=spf1 include:spf.protection.outlook.com include:_spf.ezorg.nl include:spf.hosting.deventit.net -all,"US supplier, EU region possible",US,high,"email content, email metadata, account identifiers",Te beoordelen,"C, verbonden partij of samenwerking",hoog,ja,"Welke Microsoft 365 tenantregio, workloads, logginglocaties, supporttoegang en subverwerkers zijn van toepassing?"
archiefgooienvechtstreek.nl,mx_spf,Microsoft 365 / Exchange Online,mail/cloud,protection.outlook.com,spf_includes,"_spf.ezorg.nl, spf.hosting.deventit.net, spf.protection.outlook.com","US supplier, EU region possible",US,high,"email content, email metadata, account identifiers",Te beoordelen,"C, verbonden partij of samenwerking",hoog,ja,"Welke Microsoft 365 tenantregio, workloads, logginglocaties, supporttoegang en subverwerkers zijn van toepassing?"
archiefgooienvechtstreek.nl,mx_spf,Microsoft 365 / Exchange Online,mail/cloud,outlook.com,spf,v=spf1 include:spf.protection.outlook.com include:_spf.ezorg.nl include:spf.hosting.deventit.net -all,"US supplier, EU region possible",US,high,"email content, email metadata, account identifiers",Te beoordelen,"C, verbonden partij of samenwerking",hoog,ja,"Welke Microsoft 365 tenantregio, workloads, logginglocaties, supporttoegang en subverwerkers zijn van toepassing?"
archiefgooienvechtstreek.nl,mx_spf,Microsoft 365 / Exchange Online,mail/cloud,outlook.com,spf_includes,"_spf.ezorg.nl, spf.hosting.deventit.net, spf.protection.outlook.com","US supplier, EU region possible",US,high,"email content, email metadata, account identifiers",Te beoordelen,"C, verbonden partij of samenwerking",hoog,ja,"Welke Microsoft 365 tenantregio, workloads, logginglocaties, supporttoegang en subverwerkers zijn van toepassing?"
archiefgooienvechtstreek.nl,network_hosting,Cloudflare,CDN/WAF/DNS,cloudflare,external_script_domains,"cdnjs.cloudflare.com, siteimproveanalytics.com","US supplier, global edge",US,medium/high,"IP address, headers, request metadata, security logs",Te beoordelen,"C, verbonden partij of samenwerking",hoog,ja,"Welke Cloudflare-diensten worden gebruikt, waar worden logs verwerkt en welke dataverwerkingsafspraken gelden?"
archiefgooienvechtstreek.nl,network_hosting,Cloudflare,CDN/WAF/DNS,cloudflare,network_provider_hint,Cloudflare,"US supplier, global edge",US,medium/high,"IP address, headers, request metadata, security logs",Te beoordelen,"C, verbonden partij of samenwerking",hoog,ja,"Welke Cloudflare-diensten worden gebruikt, waar worden logs verwerkt en welke dataverwerkingsafspraken gelden?"
archiefgooienvechtstreek.nl,frontend_scripts,Siteimprove,analytics / accessibility / quality monitoring,siteimprove,external_script_domains,"cdnjs.cloudflare.com, siteimproveanalytics.com",EU supplier with international presence,DK/US presence,medium,"website usage, quality metrics, browser metadata possible",Te beoordelen,"C, verbonden partij of samenwerking",hoog,ja,Welke Siteimprove-modules zijn actief en worden persoonsgegevens of identifiers verwerkt?
archiefgooienvechtstreek.nl,frontend_scripts,Siteimprove,analytics / accessibility / quality monitoring,siteimprove,tracker_hints,siteimprove,EU supplier with international presence,DK/US presence,medium,"website usage, quality metrics, browser metadata possible",Te beoordelen,"C, verbonden partij of samenwerking",hoog,ja,Welke Siteimprove-modules zijn actief en worden persoonsgegevens of identifiers verwerkt?
metropoolregioamsterdam.nl,mx_spf,Microsoft 365 / Exchange Online,mail/cloud,protection.outlook.com,mx,0 metropoolregioamsterdam-nl.mail.protection.outlook.com,"US supplier, EU region possible",US,high,"email content, email metadata, account identifiers",Te beoordelen,"D, leverancier of te verifieren",hoog,ja,"Welke Microsoft 365 tenantregio, workloads, logginglocaties, supporttoegang en subverwerkers zijn van toepassing?"
metropoolregioamsterdam.nl,mx_spf,Microsoft 365 / Exchange Online,mail/cloud,protection.outlook.com,spf,v=spf1 a mx ip4:46.17.24.3 ip4:46.17.25.3 ip4:85.17.186.78 ip6:2001:1af8:4200:b1a0:1:1:1:8 include:servers.mcsv.net ip4:194.165.34.0/24 include:_spf.argewebhosting.nl include:spf.protection.outlook.com -all,"US supplier, EU region possible",US,high,"email content, email metadata, account identifiers",Te beoordelen,"D, leverancier of te verifieren",hoog,ja,"Welke Microsoft 365 tenantregio, workloads, logginglocaties, supporttoegang en subverwerkers zijn van toepassing?"
metropoolregioamsterdam.nl,mx_spf,Microsoft 365 / Exchange Online,mail/cloud,protection.outlook.com,spf_includes,"_spf.argewebhosting.nl, servers.mcsv.net, spf.protection.outlook.com","US supplier, EU region possible",US,high,"email content, email metadata, account identifiers",Te beoordelen,"D, leverancier of te verifieren",hoog,ja,"Welke Microsoft 365 tenantregio, workloads, logginglocaties, supporttoegang en subverwerkers zijn van toepassing?"
metropoolregioamsterdam.nl,mx_spf,Microsoft 365 / Exchange Online,mail/cloud,outlook.com,mx,0 metropoolregioamsterdam-nl.mail.protection.outlook.com,"US supplier, EU region possible",US,high,"email content, email metadata, account identifiers",Te beoordelen,"D, leverancier of te verifieren",hoog,ja,"Welke Microsoft 365 tenantregio, workloads, logginglocaties, supporttoegang en subverwerkers zijn van toepassing?"
metropoolregioamsterdam.nl,mx_spf,Microsoft 365 / Exchange Online,mail/cloud,outlook.com,spf,v=spf1 a mx ip4:46.17.24.3 ip4:46.17.25.3 ip4:85.17.186.78 ip6:2001:1af8:4200:b1a0:1:1:1:8 include:servers.mcsv.net ip4:194.165.34.0/24 include:_spf.argewebhosting.nl include:spf.protection.outlook.com -all,"US supplier, EU region possible",US,high,"email content, email metadata, account identifiers",Te beoordelen,"D, leverancier of te verifieren",hoog,ja,"Welke Microsoft 365 tenantregio, workloads, logginglocaties, supporttoegang en subverwerkers zijn van toepassing?"
metropoolregioamsterdam.nl,mx_spf,Microsoft 365 / Exchange Online,mail/cloud,outlook.com,spf_includes,"_spf.argewebhosting.nl, servers.mcsv.net, spf.protection.outlook.com","US supplier, EU region possible",US,high,"email content, email metadata, account identifiers",Te beoordelen,"D, leverancier of te verifieren",hoog,ja,"Welke Microsoft 365 tenantregio, workloads, logginglocaties, supporttoegang en subverwerkers zijn van toepassing?"
